pmid|pubyear|lang|title|match_found|best_full_match|best_window_match
﻿26613691|2016|eng;|Integrating Children's Mental Health into Primary Care.|N||
23639407|2013|eng;|Substantial weight gains are common prior to treatment-seeking in obese patients with binge eating disorder.|Y|binge-eating disorder|binge-eating disorder
23639301|2013|eng;|Fear, avoidance and physiological symptoms during cognitive-behavioral therapy for social anxiety disorder.|Y|social anxiety disorder|social anxiety disorder
23639252|2013|eng;|Stress and telomere biology: a lifespan perspective.|N||
23639120|2013|eng;|Children's callous-unemotional traits moderate links between their positive relationships with parents at preschool age and externalizing behavior problems at early school age.|N||
23638441|2013|eng;|Alexithymia, emotional empathy, and self-regulation in anorexia nervosa.|Y|anorexia nervosa|anorexia nervosa
23637108|2013|eng;|Late-life depression and risk of vascular dementia and Alzheimer's disease: systematic review and meta-analysis of community-based cohort studies.|Y|alzheimer's disease|alzheimer's disease
23636815|2013|eng;|A dyadic analysis of the influence of trauma exposure and posttraumatic stress disorder severity on intimate partner aggression.|Y|posttraumatic stress disorder|posttraumatic stress disorder
23636715|2013|eng;|Functional neuroimaging of social and nonsocial cognitive control in autism.|Y|autism|autism
23635870|2013|eng;|The contextual brain: implications for fear conditioning, extinction and psychopathology.|N||
23635719|2013|eng;|In our hands: responding to the IOM report on workforce needs for older adults with mental health and substance use disorders.|Y|substance use|substance use
23633445|2013|eng;|Sudden gains in prolonged exposure and sertraline for chronic PTSD.|N||
23633161|2013|eng;|Generalizability in the family-to-family education program randomized waitlist-control trial.|N||
23633122|2013|eng;|PTSD as a mediator between lifetime sexual abuse and substance use among jail diversion participants.|Y|substance use|substance use
23632835|2013|eng;|Prevalence and correlates of prolonged fatigue in a U.S. sample of adolescents.|N||
23632577|2013|eng;|A collaborative care approach to depression treatment for Asian Americans.|Y|depression|depression
23631698|2013|eng;|Psychosocial predictors of treatment response to cognitive-behavior therapy for late-life depression: an exploratory study.|Y|depression|depression
23631546|2013|eng;|Peer deviance, social support, and symptoms of internalizing disorders among youth exposed to Hurricane Georges.|N||
23631542|2013|eng;|Suicide among soldiers: a review of psychosocial risk and protective factors.|N||
23630272|2013|eng;|Childhood maltreatment is associated with distinct genomic and epigenetic profiles in posttraumatic stress disorder.|Y|posttraumatic stress disorder|posttraumatic stress disorder
23627963|2013|eng;|Gene × environment effects of serotonin transporter, dopamine receptor D4, and monoamine oxidase A genes with contextual and parenting risk factors on symptoms of oppositional defiant disorder, anxiety, and depression in a community sample of 4-year-old children.|Y|oppositional defiant disorder|oppositional defiant disorder
23627955|2013|eng;|Effects of early maternal distress and parenting on the development of children's self-regulation and externalizing behavior.|N||
23627652|2013|eng;|Nomothetic and idiographic symptom change trajectories in acute-phase cognitive therapy for recurrent depression.|Y|depression|depression
23627479|2013|eng;|Dissociative symptoms and academic functioning in maltreated children: a preliminary study.|N||
25477706|2013|ENG;|Perceived mental illness stigma, intimate relationships and sexual risk behavior in youth with mental illness.|N||
23625628|2013|eng;|Is outpatient cognitive remediation therapy feasible to use in randomized clinical trials for anorexia nervosa?|Y|anorexia nervosa|anorexia nervosa
23625181|2013|eng;|Emotional reactivity and exposure to household stress in childhood predict psychological problems in adolescence.|N||
23624811|2013|eng;|High-affinity nicotinic acetylcholine receptor expression and trafficking abnormalities in psychiatric illness.|N||
23624771|2013|eng;|Early adolescent growth in depression and conduct problem symptoms as predictors of later substance use impairment.|Y|substance use|substance use
23624184|2013|eng;|Heterogeneous classes of co-occurring externalizing symptoms in a sample of youth referred for anxiety disorders.|N||
23623885|2013|eng;|Further evidence for ClockΔ19 mice as a model for bipolar disorder mania using cross-species tests of exploration and sensorimotor gating.|Y|bipolar i disorder|bipolar i disorder
23623623|2013|eng;|Treatment of depressed mothers in home visiting: impact on psychological distress and social functioning.|N||
23623621|2013|eng;|Social and academic functioning in adolescents with child sexual abuse-related PTSD.|Y|sexual abuse|sexual abuse
23623453|2013|eng;|Panic-agoraphobic spectrum symptoms in complicated grief.|N||
23623449|2013|eng;|Negative symptom improvement during cognitive rehabilitation: results from a 2-year trial of Cognitive Enhancement Therapy.|N||
23623175|2013|eng;|Semantic processes leading to true and false memory formation in schizophrenia.|Y|schizophrenia|schizophrenia
23623154|2013|eng;|Dysregulation in pediatric obsessive compulsive disorder.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
23621826|2014|eng;|Disorganized behavior in adolescent-parent interaction: relations to attachment state of mind, partner abuse, and psychopathology.|N||
23621796|2014|eng;|Peer victimization and social alienation: predicting deviant peer affiliation in middle school.|N||
23621686|2013|eng;|Seasonal variation of manic and depressive symptoms in bipolar disorder.|Y|bipolar i disorder|bipolar i disorder
23621452|2014|eng;|Resting-state connectivity deficits associated with impaired inhibitory control in non-treatment-seeking adolescents with psychotic symptoms.|N||
23620517|2013|eng;|Human amnesia and the medial temporal lobe illuminated by neuropsychological and neurohistological findings for patient E.P.|Y|amnesia|amnesia
23620353|2013|eng;|Characterizing psychopathy using DSM-5 personality traits.|N||
23619953|2013|eng;|Cognitive enhancement therapy for adults with autism spectrum disorder: results of an 18-month feasibility study.|Y|cognitive disorder|autism
23619614|2013|eng;|Neural, psychophysiological, and behavioral markers of fear processing in PTSD: a review of the literature.|N||
23616234|2013|eng;|An examination of behavioral rehearsal during consultation as a predictor of training outcomes.|N||
23616229|2013|eng;|Beta prime regression with application to risky behavior frequency screening.|N||
23615687|2013|eng;|Social participation among young adults with an autism spectrum disorder.|Y|autism|autism
23615636|2013|eng;|Brain response to empathy-eliciting scenarios involving pain in incarcerated individuals with psychopathy.|N||
23615340|2013|eng;|Symptom dimensions in obsessive-compulsive disorder: phenomenology and treatment outcomes with exposure and ritual prevention.|Y|obsessive-compulsive disorder|obsessive-compulsive disorder
23614899|2013|eng;|Independent review of social and population variation in mental health could improve diagnosis in DSM revisions.|N||
23614581|2013|eng;|Association between P3 event-related potential amplitude and externalizing disorders: a time-domain and time-frequency investigation of 29-year-old adults.|N||
23614485|2013|eng;|Parental psychopathology and offspring suicidality in Mexico.|N||
23611461|2014|eng;|Sensitive periods in fear learning and memory.|N||
23611347|2013|eng;|Schizophrenia and frontotemporal dementia: shared causation?|Y|frontotemporal dementia|frontotemporal dementia
23611263|2014|eng;|The 5% difference: early sensory processing predicts sarcasm perception in schizophrenia and schizo-affective disorder.|Y|affective disorder|affective disorder
23611242|2013|eng;|Predictors of a clinical high risk status among individuals with a family history of psychosis.|Y|psychosis|psychosis
23611176|2013|eng;|Inhibition of fear is differentially associated with cycling estrogen levels in women.|N||
23611077|2013|eng;|Evaluation of the unique and specific contributions of dimensions of the triple vulnerability model to the prediction of DSM-IV anxiety and mood disorder constructs.|Y|anxiety disorder|anxiety disorder
23611069|2013|eng;|The science of cognitive therapy.|N||
23610235|2013|eng;|DSM-5 pathological personality traits and the personality assessment inventory.|N||
23610234|2013|eng;|Conceptions of narcissism and the DSM-5 pathological personality traits.|N||
